trial_id,status,duration_s,cfg_budget_frac,cfg_experiment,cfg_input_len,cfg_layer,cfg_num_heads,cfg_num_layers,cfg_prompt,metric_avg_entropy,metric_avg_top5_mass,metric_avg_top_prob,metric_budget_frac,metric_budget_tokens,metric_entropy_max,metric_entropy_mean,metric_entropy_min,metric_entropy_std,metric_focused_head_count,metric_h2o_quality,metric_h2o_vs_window,metric_layer,metric_max_top_prob,metric_memory_saved_pct,metric_min_top_prob,metric_most_diffuse_head_entropy,metric_most_focused_head_entropy,metric_nonfinite_token_steps,metric_num_tokens,metric_seq_len,metric_sink_mass_max,metric_sink_mass_mean,metric_sink_quality,metric_skip_rate_50,metric_skip_rate_80,metric_skip_rate_90,metric_skip_rate_95,metric_skip_rate_99,metric_sparsity_mean,metric_valid_tokens,metric_window_quality
real_model_analysis_phi_2_t0239,completed,0.0000,0.3,kv_cache_real,,10,,,code_complex,,,,0.3,54,,,,,,0.9102276994192988,21.711957709236927,10,,70.0,,,,,,181,,,0.7608869464551361,,,,,,,,0.04192287547760192
real_model_analysis_phi_2_t0240,completed,0.0000,0.3,kv_cache_real,,11,,,code_complex,,,,0.3,54,,,,,,0.9017201103015251,24.540824287228244,11,,70.0,,,,,,181,,,0.7350666791434518,,,,,,,,0.036743676567164305
real_model_analysis_phi_2_t0241,completed,0.0000,0.3,kv_cache_real,,12,,,code_complex,,,,0.3,54,,,,,,0.9166021892044411,26.54436408796052,12,,70.0,,,,,,181,,,0.760638191148797,,,,,,,,0.034530953017637964
real_model_analysis_phi_2_t0242,completed,0.0000,0.3,kv_cache_real,,13,,,code_complex,,,,0.3,54,,,,,,0.9109446461676203,29.69879186717324,13,,70.0,,,,,,181,,,0.7412261659173356,,,,,,,,0.030672784611636285
real_model_analysis_phi_2_t0243,completed,0.0001,0.3,kv_cache_real,,14,,,code_complex,,,,0.3,54,,,,,,0.9065770898214921,22.586210112633076,14,,70.0,,,,,,181,,,0.7049505336118025,,,,,,,,0.040138521925571706
real_model_analysis_phi_2_t0244,completed,0.0000,0.3,kv_cache_real,,15,,,code_complex,,,,0.3,54,,,,,,0.8960070639771645,23.2931814088107,15,,70.0,,,,,,181,,,0.7073792646405842,,,,,,,,0.03846649576335879
real_model_analysis_phi_2_t0245,completed,0.0000,0.3,kv_cache_real,,16,,,code_complex,,,,0.3,54,,,,,,0.8984424962885467,25.145230071016364,16,,70.0,,,,,,181,,,0.7319800403475657,,,,,,,,0.03573013624258447
real_model_analysis_phi_2_t0246,completed,0.0000,0.3,kv_cache_real,,17,,,code_complex,,,,0.3,54,,,,,,0.9069210513182281,28.249377717676953,17,,70.0,,,,,,181,,,0.7250180071057253,,,,,,,,0.03210410722607618
real_model_analysis_phi_2_t0247,completed,0.0000,0.3,kv_cache_real,,18,,,code_complex,,,,0.3,54,,,,,,0.9120334909473787,27.87824553463941,18,,70.0,,,,,,181,,,0.7668238311087807,,,,,,,,0.032714881207791736
real_model_analysis_phi_2_t0248,completed,0.0000,0.3,kv_cache_real,,19,,,code_complex,,,,0.3,54,,,,,,0.8794526945658511,23.45184779082401,19,,70.0,,,,,,181,,,0.7029021805976422,,,,,,,,0.03750035828349329
real_model_analysis_phi_2_t0249,completed,0.0000,0.3,kv_cache_real,,20,,,code_complex,,,,0.3,54,,,,,,0.8974366604752615,22.7720879391061,20,,70.0,,,,,,181,,,0.7379996177756414,,,,,,,,0.03940950267165048
real_model_analysis_phi_2_t0250,completed,0.0000,0.3,kv_cache_real,,21,,,code_complex,,,,0.3,54,,,,,,0.8915093930037067,27.80416210695295,21,,70.0,,,,,,181,,,0.7350678011496744,,,,,,,,0.03206388272282329
real_model_analysis_phi_2_t0251,completed,0.0000,0.3,kv_cache_real,,22,,,code_complex,,,,0.3,54,,,,,,0.9125769901954999,36.99649117410614,22,,70.0,,,,,,181,,,0.7536741162882843,,,,,,,,0.024666582187507904
real_model_analysis_phi_2_t0252,completed,0.0000,0.3,kv_cache_real,,23,,,code_complex,,,,0.3,54,,,,,,0.8979324690984813,25.60445955474914,23,,70.0,,,,,,181,,,0.7797717688939184,,,,,,,,0.035069377940919355
real_model_analysis_phi_2_t0253,completed,0.0000,0.3,kv_cache_real,,24,,,code_complex,,,,0.3,54,,,,,,0.9229500653607113,49.55877269675876,24,,70.0,,,,,,181,,,0.8005670440047122,,,,,,,,0.01862334386301447
real_model_analysis_phi_2_t0254,completed,0.0000,0.3,kv_cache_real,,25,,,code_complex,,,,0.3,54,,,,,,0.9289236398682426,50.567012572830244,25,,70.0,,,,,,181,,,0.8176858943404167,,,,,,,,0.01837015066947726
real_model_analysis_phi_2_t0255,completed,0.0000,0.3,kv_cache_real,,26,,,code_complex,,,,0.3,54,,,,,,0.9154185258956754,54.79899214619951,26,,70.0,,,,,,181,,,0.8255186705201727,,,,,,,,0.01670502485617635
real_model_analysis_phi_2_t0256,completed,0.0000,0.3,kv_cache_real,,27,,,code_complex,,,,0.3,54,,,,,,0.9204489603430953,55.92006183168855,27,,70.0,,,,,,181,,,0.8208249879825262,,,,,,,,0.01646008481023351
real_model_analysis_phi_2_t0257,completed,0.0000,0.3,kv_cache_real,,28,,,code_complex,,,,0.3,54,,,,,,0.9157886057971281,52.512532821845184,28,,70.0,,,,,,181,,,0.8145277473417064,,,,,,,,0.017439429343544453
real_model_analysis_phi_2_t0258,completed,0.0000,0.3,kv_cache_real,,29,,,code_complex,,,,0.3,54,,,,,,0.7236491440183103,16.218492909453122,29,,70.0,,,,,,181,,,0.35309453315691053,,,,,,,,0.044618766247788884
real_model_analysis_phi_2_t0259,completed,0.0000,0.3,kv_cache_real,,30,,,code_complex,,,,0.3,54,,,,,,0.7317209584101598,14.995751593557243,30,,70.0,,,,,,181,,,0.3422100034041467,,,,,,,,0.04879521735506312
real_model_analysis_phi_2_t0260,completed,0.0000,0.3,kv_cache_real,,31,,,code_complex,,,,0.3,54,,,,,,0.8739032720761867,45.422364364221835,31,,70.0,,,,,,181,,,0.6452656915613892,,,,,,,,0.01923949323880948
real_model_analysis_phi_2_t0261,completed,0.0000,0.5,kv_cache_real,,0,,,code_complex,,,,0.5,90,,,,,,0.7072079556853716,1.9815519998148088,0,,50.0,,,,,,181,,,0.40536723985443485,,,,,,,,0.3568959864547918
real_model_analysis_phi_2_t0262,completed,0.0000,0.5,kv_cache_real,,1,,,code_complex,,,,0.5,90,,,,,,0.8363908568594082,2.8466199527859226,1,,50.0,,,,,,181,,,0.39612626855170324,,,,,,,,0.2938189399118247
real_model_analysis_phi_2_t0263,completed,0.0000,0.5,kv_cache_real,,2,,,code_complex,,,,0.5,90,,,,,,0.8977097542887785,7.0115837590006596,2,,50.0,,,,,,181,,,0.7631627820087324,,,,,,,,0.12803237972254167
real_model_analysis_phi_2_t0264,completed,0.0000,0.5,kv_cache_real,,3,,,code_complex,,,,0.5,90,,,,,,0.949675431970541,13.606207778686338,3,,50.0,,,,,,181,,,0.8484002589799965,,,,,,,,0.06979721663946477
real_model_analysis_phi_2_t0265,completed,0.0000,0.5,kv_cache_real,,4,,,code_complex,,,,0.5,90,,,,,,0.9505089903374747,13.529927146569209,4,,50.0,,,,,,181,,,0.8597974896840865,,,,,,,,0.07025233617599307
real_model_analysis_phi_2_t0266,completed,0.0000,0.5,kv_cache_real,,5,,,code_complex,,,,0.5,90,,,,,,0.9345080790569706,9.170816173204708,5,,50.0,,,,,,181,,,0.819619124149766,,,,,,,,0.101900208379208
real_model_analysis_phi_2_t0267,completed,0.0000,0.5,kv_cache_real,,6,,,code_complex,,,,0.5,90,,,,,,0.9512390050191473,12.480062049778773,6,,50.0,,,,,,181,,,0.832730528716779,,,,,,,,0.07622069515559896
real_model_analysis_phi_2_t0268,completed,0.0000,0.5,kv_cache_real,,7,,,code_complex,,,,0.5,90,,,,,,0.9546716994913361,11.504675540298413,7,,50.0,,,,,,181,,,0.8359502779538557,,,,,,,,0.08298119283306389
real_model_analysis_phi_2_t0269,completed,0.0000,0.5,kv_cache_real,,8,,,code_complex,,,,0.5,90,,,,,,0.9636233716987377,14.418965501201301,8,,50.0,,,,,,181,,,0.8391101191023159,,,,,,,,0.06683027098015142
real_model_analysis_phi_2_t0270,completed,0.0000,0.5,kv_cache_real,,9,,,code_complex,,,,0.5,90,,,,,,0.9640444370633704,16.3478379273537,9,,50.0,,,,,,181,,,0.835428424984636,,,,,,,,0.05897076061968426
real_model_analysis_phi_2_t0271,completed,0.0000,0.5,kv_cache_real,,10,,,code_complex,,,,0.5,90,,,,,,0.9543278435281599,10.78736551509234,10,,50.0,,,,,,181,,,0.8056076506006727,,,,,,,,0.0884671834094231
real_model_analysis_phi_2_t0272,completed,0.0000,0.5,kv_cache_real,,11,,,code_complex,,,,0.5,90,,,,,,0.9507333061878953,10.977258338324368,11,,50.0,,,,,,181,,,0.78236827929115,,,,,,,,0.08660935881126586
real_model_analysis_phi_2_t0273,completed,0.0000,0.5,kv_cache_real,,12,,,code_complex,,,,0.5,90,,,,,,0.9596417171906384,12.027277534678033,12,,50.0,,,,,,181,,,0.8034273403211222,,,,,,,,0.07978877301398597
real_model_analysis_phi_2_t0274,completed,0.0000,0.5,kv_cache_real,,13,,,code_complex,,,,0.5,90,,,,,,0.9561713381482739,13.11595295112853,13,,50.0,,,,,,181,,,0.7822098706002264,,,,,,,,0.07290140043282196
real_model_analysis_phi_2_t0275,completed,0.0000,0.5,kv_cache_real,,14,,,code_complex,,,,0.5,90,,,,,,0.952777753891968,11.070114673307978,14,,50.0,,,,,,181,,,0.7485206112901422,,,,,,,,0.08606755955196066
real_model_analysis_phi_2_t0276,completed,0.0000,0.5,kv_cache_real,,15,,,code_complex,,,,0.5,90,,,,,,0.9473543512057497,10.643666664298754,15,,50.0,,,,,,181,,,0.755576964953174,,,,,,,,0.08900639047475892
real_model_analysis_phi_2_t0277,completed,0.0000,0.5,kv_cache_real,,16,,,code_complex,,,,0.5,90,,,,,,0.9476258079418779,11.741424404893056,16,,50.0,,,,,,181,,,0.7757599311410538,,,,,,,,0.08070790862026668
real_model_analysis_phi_2_t0278,completed,0.0000,0.5,kv_cache_real,,17,,,code_complex,,,,0.5,90,,,,,,0.9528569588358912,12.3973933199797,17,,50.0,,,,,,181,,,0.767038296460356,,,,,,,,0.07685946023026165
real_model_analysis_phi_2_t0279,completed,0.0000,0.5,kv_cache_real,,18,,,code_complex,,,,0.5,90,,,,,,0.9527468090110611,12.275955641078472,18,,50.0,,,,,,181,,,0.808975149022408,,,,,,,,0.0776108057789756
real_model_analysis_phi_2_t0280,completed,0.0000,0.5,kv_cache_real,,19,,,code_complex,,,,0.5,90,,,,,,0.936114681066572,9.95885938087505,19,,50.0,,,,,,181,,,0.756031449703531,,,,,,,,0.09399818244891404
real_model_analysis_phi_2_t0281,completed,0.0000,0.5,kv_cache_real,,20,,,code_complex,,,,0.5,90,,,,,,0.9413299097810572,11.059807782652623,20,,50.0,,,,,,181,,,0.7829191571877021,,,,,,,,0.08511268263247206
real_model_analysis_phi_2_t0282,completed,0.0000,0.5,kv_cache_real,,21,,,code_complex,,,,0.5,90,,,,,,0.9404176389969724,11.391988325339257,21,,50.0,,,,,,181,,,0.7854192310600763,,,,,,,,0.08255079026943846
real_model_analysis_phi_2_t0283,completed,0.0000,0.5,kv_cache_real,,22,,,code_complex,,,,0.5,90,,,,,,0.9493554995405458,13.956844206662714,22,,50.0,,,,,,181,,,0.7949402709515339,,,,,,,,0.068020785034438
real_model_analysis_phi_2_t0284,completed,0.0000,0.5,kv_cache_real,,23,,,code_complex,,,,0.5,90,,,,,,0.9407386994259659,12.498032410024205,23,,50.0,,,,,,181,,,0.8172181054666853,,,,,,,,0.07527094414249035
real_model_analysis_phi_2_t0285,completed,0.0000,0.5,kv_cache_real,,24,,,code_complex,,,,0.5,90,,,,,,0.9574345216848681,16.57089615768014,24,,50.0,,,,,,181,,,0.8388166752178788,,,,,,,,0.05777807745425551
real_model_analysis_phi_2_t0286,completed,0.0000,0.5,kv_cache_real,,25,,,code_complex,,,,0.5,90,,,,,,0.960992656084342,17.589636875357982,25,,50.0,,,,,,181,,,0.8520114835937099,,,,,,,,0.05463402473251933
real_model_analysis_phi_2_t0287,completed,0.0000,0.5,kv_cache_real,,26,,,code_complex,,,,0.5,90,,,,,,0.955779264374188,17.581926769548847,26,,50.0,,,,,,181,,,0.8604579292429115,,,,,,,,0.054361463160542633
real_model_analysis_phi_2_t0288,completed,0.0000,0.5,kv_cache_real,,27,,,code_complex,,,,0.5,90,,,,,,0.9582978064042724,19.673230480869954,27,,50.0,,,,,,181,,,0.8511275686665215,,,,,,,,0.04871074973355857
real_model_analysis_phi_2_t0289,completed,0.0000,0.5,kv_cache_real,,28,,,code_complex,,,,0.5,90,,,,,,0.9576954298570399,19.16880049448967,28,,50.0,,,,,,181,,,0.8457569690500774,,,,,,,,0.04996115589665313
real_model_analysis_phi_2_t0290,completed,0.0000,0.5,kv_cache_real,,29,,,code_complex,,,,0.5,90,,,,,,0.8704170509549878,6.818065937573942,29,,50.0,,,,,,181,,,0.4314837875704173,,,,,,,,0.12766333721681583
real_model_analysis_phi_2_t0291,completed,0.0000,0.5,kv_cache_real,,30,,,code_complex,,,,0.5,90,,,,,,0.869529144729839,6.6141624710072975,30,,50.0,,,,,,181,,,0.4192998936952152,,,,,,,,0.1314647392684043
real_model_analysis_phi_2_t0292,completed,0.0000,0.5,kv_cache_real,,31,,,code_complex,,,,0.5,90,,,,,,0.9420841343335401,16.14081009054259,31,,50.0,,,,,,181,,,0.6808904523360239,,,,,,,,0.05836659554563107
real_model_analysis_phi_2_t0293,completed,0.0000,0.75,kv_cache_real,,0,,,code_complex,,,,0.75,135,,,,,,0.8812194363014312,1.446992718692381,0,,25.0,,,,,,181,,,0.6539993948696445,,,,,,,,0.609000601673913
real_model_analysis_phi_2_t0294,completed,0.0000,0.75,kv_cache_real,,1,,,code_complex,,,,0.75,135,,,,,,0.9374322366342887,1.7483371144975408,1,,25.0,,,,,,181,,,0.619757493876902,,,,,,,,0.536185057710509
real_model_analysis_phi_2_t0295,completed,0.0000,0.75,kv_cache_real,,2,,,code_complex,,,,0.75,135,,,,,,0.9632216750770116,4.3165150559818,2,,25.0,,,,,,181,,,0.857824495453069,,,,,,,,0.22314799382946318
real_model_analysis_phi_2_t0296,completed,0.0000,0.75,kv_cache_real,,3,,,code_complex,,,,0.75,135,,,,,,0.9837950348678798,8.00996363677547,3,,25.0,,,,,,181,,,0.9017691065190121,,,,,,,,0.12282141086771788
real_model_analysis_phi_2_t0297,completed,0.0000,0.75,kv_cache_real,,4,,,code_complex,,,,0.75,135,,,,,,0.9846790759713381,8.051214994757872,4,,25.0,,,,,,181,,,0.9115720915160015,,,,,,,,0.12230192295354929
real_model_analysis_phi_2_t0298,completed,0.0000,0.75,kv_cache_real,,5,,,code_complex,,,,0.75,135,,,,,,0.9790713695836833,5.579099726804175,5,,25.0,,,,,,181,,,0.8933575270602969,,,,,,,,0.17548913221246823
real_model_analysis_phi_2_t0299,completed,0.0000,0.75,kv_cache_real,,6,,,code_complex,,,,0.75,135,,,,,,0.9851989280525951,7.334652356735081,6,,25.0,,,,,,181,,,0.8909429751497584,,,,,,,,0.13432114845196874
real_model_analysis_phi_2_t0300,completed,0.0000,0.75,kv_cache_real,,7,,,code_complex,,,,0.75,135,,,,,,0.986351804324802,6.74134241093103,7,,25.0,,,,,,181,,,0.9010040667311816,,,,,,,,0.14631385623217133
real_model_analysis_phi_2_t0301,completed,0.0000,0.75,kv_cache_real,,8,,,code_complex,,,,0.75,135,,,,,,0.9903619166639549,8.022123778230258,8,,25.0,,,,,,181,,,0.8961937132847666,,,,,,,,0.12345383143445292
real_model_analysis_phi_2_t0302,completed,0.0000,0.75,kv_cache_real,,9,,,code_complex,,,,0.75,135,,,,,,0.9888957922538625,8.774081400418323,9,,25.0,,,,,,181,,,0.8893736980670485,,,,,,,,0.11270647571228536
real_model_analysis_phi_2_t0303,completed,0.0000,0.75,kv_cache_real,,10,,,code_complex,,,,0.75,135,,,,,,0.9872278105316651,6.06860104437844,10,,25.0,,,,,,181,,,0.8793135919761697,,,,,,,,0.16267798843790682
real_model_analysis_phi_2_t0304,completed,0.0000,0.75,kv_cache_real,,11,,,code_complex,,,,0.75,135,,,,,,0.9874129470250876,5.692229130660608,11,,25.0,,,,,,181,,,0.8697518890105657,,,,,,,,0.17346683071953115
real_model_analysis_phi_2_t0305,completed,0.0000,0.75,kv_cache_real,,12,,,code_complex,,,,0.75,135,,,,,,0.9884977490354514,6.218500147532841,12,,25.0,,,,,,181,,,0.8826927204509584,,,,,,,,0.1589607985178923
real_model_analysis_phi_2_t0306,completed,0.0000,0.75,kv_cache_real,,13,,,code_complex,,,,0.75,135,,,,,,0.9885592187959725,6.621350965637434,13,,25.0,,,,,,181,,,0.8571293803834024,,,,,,,,0.1492987192381524
real_model_analysis_phi_2_t0307,completed,0.0000,0.75,kv_cache_real,,14,,,code_complex,,,,0.75,135,,,,,,0.9859119807344364,5.6107396733852095,14,,25.0,,,,,,181,,,0.8382007274662253,,,,,,,,0.17571871769619846
real_model_analysis_phi_2_t0308,completed,0.0000,0.75,kv_cache_real,,15,,,code_complex,,,,0.75,135,,,,,,0.984283342099515,5.338049841087613,15,,25.0,,,,,,181,,,0.8503317309163569,,,,,,,,0.18439006217652137
real_model_analysis_phi_2_t0309,completed,0.0000,0.75,kv_cache_real,,16,,,code_complex,,,,0.75,135,,,,,,0.9844927427492828,5.964775317911839,16,,25.0,,,,,,181,,,0.8569725162768622,,,,,,,,0.16505110256088174
real_model_analysis_phi_2_t0310,completed,0.0000,0.75,kv_cache_real,,17,,,code_complex,,,,0.75,135,,,,,,0.9862061017785895,6.148873924970731,17,,25.0,,,,,,181,,,0.8501305515165085,,,,,,,,0.1603880830559205
real_model_analysis_phi_2_t0311,completed,0.0000,0.75,kv_cache_real,,18,,,code_complex,,,,0.75,135,,,,,,0.9850658935738485,6.692861838004992,18,,25.0,,,,,,181,,,0.8791508567892763,,,,,,,,0.14718156708094798
real_model_analysis_phi_2_t0312,completed,0.0000,0.75,kv_cache_real,,19,,,code_complex,,,,0.75,135,,,,,,0.9799857782528664,5.095303894949471,19,,25.0,,,,,,181,,,0.8536199488876983,,,,,,,,0.19233117365663713
real_model_analysis_phi_2_t0313,completed,0.0000,0.75,kv_cache_real,,20,,,code_complex,,,,0.75,135,,,,,,0.9799679535139646,6.525814134191857,20,,25.0,,,,,,181,,,0.8469757951830458,,,,,,,,0.15016792286183028
real_model_analysis_phi_2_t0314,completed,0.0000,0.75,kv_cache_real,,21,,,code_complex,,,,0.75,135,,,,,,0.9810661250364294,6.176788637558174,21,,25.0,,,,,,181,,,0.8588888335298859,,,,,,,,0.15883109858592592
real_model_analysis_phi_2_t0315,completed,0.0000,0.75,kv_cache_real,,22,,,code_complex,,,,0.75,135,,,,,,0.9827699609674673,8.08007421942417,22,,25.0,,,,,,181,,,0.8476878914845007,,,,,,,,0.12162882843389339
real_model_analysis_phi_2_t0316,completed,0.0000,0.75,kv_cache_real,,23,,,code_complex,,,,0.75,135,,,,,,0.9787705011868632,7.123846185940464,23,,25.0,,,,,,181,,,0.879697483519724,,,,,,,,0.13739354776055562
real_model_analysis_phi_2_t0317,completed,0.0000,0.75,kv_cache_real,,24,,,code_complex,,,,0.75,135,,,,,,0.9875699995262128,8.710524564480204,24,,25.0,,,,,,181,,,0.8932839908999141,,,,,,,,0.11337663905493453
real_model_analysis_phi_2_t0318,completed,0.0000,0.75,kv_cache_real,,25,,,code_complex,,,,0.75,135,,,,,,0.9879331891842312,9.732865169326711,25,,25.0,,,,,,181,,,0.898248005023187,,,,,,,,0.10150486747702202
real_model_analysis_phi_2_t0319,completed,0.0000,0.75,kv_cache_real,,26,,,code_complex,,,,0.75,135,,,,,,0.9889784938078527,8.583370121054237,26,,25.0,,,,,,181,,,0.919913130886013,,,,,,,,0.11522030156686093
real_model_analysis_phi_2_t0320,completed,0.0000,0.75,kv_cache_real,,27,,,code_complex,,,,0.75,135,,,,,,0.9888205880106499,8.741292642483184,27,,25.0,,,,,,181,,,0.9139044742770421,,,,,,,,0.11312063655264497
real_model_analysis_phi_2_t0321,completed,0.0000,0.75,kv_cache_real,,28,,,code_complex,,,,0.75,135,,,,,,0.9888214635184308,8.32263545890322,28,,25.0,,,,,,181,,,0.9114217449756316,,,,,,,,0.11881109876807466
real_model_analysis_phi_2_t0322,completed,0.0000,0.75,kv_cache_real,,29,,,code_complex,,,,0.75,135,,,,,,0.9679042899978607,3.00673850186374,29,,25.0,,,,,,181,,,0.6128107130171625,,,,,,,,0.3219116958118909
real_model_analysis_phi_2_t0323,completed,0.0000,0.75,kv_cache_real,,30,,,code_complex,,,,0.75,135,,,,,,0.9651346770287353,3.0917113497810393,30,,25.0,,,,,,181,,,0.5889579223360656,,,,,,,,0.31216842966180786
real_model_analysis_phi_2_t0324,completed,0.0000,0.75,kv_cache_real,,31,,,code_complex,,,,0.75,135,,,,,,0.9863649233176551,6.353203978689548,31,,25.0,,,,,,181,,,0.7732963255573904,,,,,,,,0.1552547229124397
real_model_analysis_phi_2_t0325,completed,0.0004,,head_analysis,46,,32,32,reasoning,,,,,,2.7908589839935303,1.0041191577911377,6.484443701992859e-07,0.5647051930427551,511,,,,,,,2.7908589839935303,6.484443701992859e-07,,,,1.0003496408462524,0.7525959610939026,,,,,,,0.14310285449028015,,
real_model_analysis_phi_2_t0326,completed,0.0000,,token_confidence_real,46,,,,reasoning,0.22787752161966637,0.9905150075753529,0.941612058877945,,,,,,,,,,,0.9998546838760376,,0.46646738052368164,,,0,30,,,,,0.9666666666666667,0.8666666666666667,0.8333333333333334,0.7666666666666667,0.6,,30,
real_model_analysis_phi_2_t0327,completed,0.0000,0.1,kv_cache_real,,0,,,reasoning,,,,0.1,4,,,,,,0.22520897792380432,9.004589062408202,0,,90.0,,,,,,46,,,0.10767135567793848,,,,,,,,0.02501046703663499
real_model_analysis_phi_2_t0328,completed,0.0000,0.1,kv_cache_real,,1,,,reasoning,,,,0.1,4,,,,,,0.45021531582556806,51.43076376554174,1,,90.0,,,,,,46,,,0.10326340509974682,,,,,,,,0.008753813532265863
real_model_analysis_phi_2_t0329,completed,0.0000,0.1,kv_cache_real,,2,,,reasoning,,,,0.1,4,,,,,,0.7278953085243604,133.0321072662467,2,,90.0,,,,,,46,,,0.08779327838718179,,,,,,,,0.005471576174220643
real_model_analysis_phi_2_t0330,completed,0.0000,0.1,kv_cache_real,,3,,,reasoning,,,,0.1,4,,,,,,0.84880674967202,205.86032789564157,3,,90.0,,,,,,46,,,0.08943474026135574,,,,,,,,0.00412321673801235
real_model_analysis_phi_2_t0331,completed,0.0000,0.1,kv_cache_real,,4,,,reasoning,,,,0.1,4,,,,,,0.8367201783451723,292.37343383473865,4,,90.0,,,,,,46,,,0.09382788617799206,,,,,,,,0.0028618201297253313
real_model_analysis_phi_2_t0332,completed,0.0000,0.1,kv_cache_real,,5,,,reasoning,,,,0.1,4,,,,,,0.7874841662687329,253.96779270754118,5,,90.0,,,,,,46,,,0.09377429379941381,,,,,,,,0.003100724536262624
real_model_analysis_phi_2_t0333,completed,0.0000,0.1,kv_cache_real,,6,,,reasoning,,,,0.1,4,,,,,,0.8306041876553104,296.45930051255414,6,,90.0,,,,,,46,,,0.09878582319879703,,,,,,,,0.002801747781969609
real_model_analysis_phi_2_t0334,completed,0.0000,0.1,kv_cache_real,,7,,,reasoning,,,,0.1,4,,,,,,0.8500926919715666,262.5860126738329,7,,90.0,,,,,,46,,,0.09902447857552418,,,,,,,,0.003237387564232128
real_model_analysis_phi_2_t0335,completed,0.0000,0.1,kv_cache_real,,8,,,reasoning,,,,0.1,4,,,,,,0.8481946830762412,368.67049194339046,8,,90.0,,,,,,46,,,0.1001777319671072,,,,,,,,0.0023006850334159152
real_model_analysis_phi_2_t0336,completed,0.0000,0.1,kv_cache_real,,9,,,reasoning,,,,0.1,4,,,,,,0.8603061290237782,390.3117924679423,9,,90.0,,,,,,46,,,0.09939431917965562,,,,,,,,0.0022041510034428134
real_model_analysis_phi_2_t0337,completed,0.0000,0.1,kv_cache_real,,10,,,reasoning,,,,0.1,4,,,,,,0.8052121664763856,232.54215078912162,10,,90.0,,,,,,46,,,0.1055252179814718,,,,,,,,0.0034626503786256957
real_model_analysis_phi_2_t0338,completed,0.0000,0.1,kv_cache_real,,11,,,reasoning,,,,0.1,4,,,,,,0.8004670251887084,211.88913066463786,11,,90.0,,,,,,46,,,0.10148422353185291,,,,,,,,0.003777763506216028
real_model_analysis_phi_2_t0339,completed,0.0000,0.1,kv_cache_real,,12,,,reasoning,,,,0.1,4,,,,,,0.7876972219653845,135.25381024168757,12,,90.0,,,,,,46,,,0.09943321683729212,,,,,,,,0.005823844966421526
real_model_analysis_phi_2_t0340,completed,0.0000,0.1,kv_cache_real,,13,,,reasoning,,,,0.1,4,,,,,,0.8079062213745966,158.83700315063442,13,,90.0,,,,,,46,,,0.09965527612987779,,,,,,,,0.005086385447655493
real_model_analysis_phi_2_t0341,completed,0.0000,0.1,kv_cache_real,,14,,,reasoning,,,,0.1,4,,,,,,0.8013214959616902,156.7955259540631,14,,90.0,,,,,,46,,,0.09707382385482817,,,,,,,,0.005110614547741981
real_model_analysis_phi_2_t0342,completed,0.0000,0.1,kv_cache_real,,15,,,reasoning,,,,0.1,4,,,,,,0.7900597222074792,145.1085357612506,15,,90.0,,,,,,46,,,0.10396044622812,,,,,,,,0.005444612324580113
real_model_analysis_phi_2_t0343,completed,0.0000,0.1,kv_cache_real,,16,,,reasoning,,,,0.1,4,,,,,,0.8139633762842483,160.2718324604391,16,,90.0,,,,,,46,,,0.09785197948055532,,,,,,,,0.005078642727100309
real_model_analysis_phi_2_t0344,completed,0.0000,0.1,kv_cache_real,,17,,,reasoning,,,,0.1,4,,,,,,0.7868533767706928,152.4316168588742,17,,90.0,,,,,,46,,,0.09628393436597954,,,,,,,,0.0051620089912133215
real_model_analysis_phi_2_t0345,completed,0.0000,0.1,kv_cache_real,,18,,,reasoning,,,,0.1,4,,,,,,0.8201194411660706,143.2426142633545,18,,90.0,,,,,,46,,,0.09327716160381809,,,,,,,,0.005725387276570253
real_model_analysis_phi_2_t0346,completed,0.0000,0.1,kv_cache_real,,19,,,reasoning,,,,0.1,4,,,,,,0.8156143545521778,142.84699812377417,19,,90.0,,,,,,46,,,0.09347396678773698,,,,,,,,0.005709705945976294
real_model_analysis_phi_2_t0347,completed,0.0000,0.1,kv_cache_real,,20,,,reasoning,,,,0.1,4,,,,,,0.8144725663342542,123.4774879949036,20,,90.0,,,,,,46,,,0.0896039121588647,,,,,,,,0.006596121929269169
real_model_analysis_phi_2_t0348,completed,0.0000,0.1,kv_cache_real,,21,,,reasoning,,,,0.1,4,,,,,,0.8422645232197945,245.5783770958707,21,,90.0,,,,,,46,,,0.0904421935187571,,,,,,,,0.003429717767419666
real_model_analysis_phi_2_t0349,completed,0.0000,0.1,kv_cache_real,,22,,,reasoning,,,,0.1,4,,,,,,0.8844012477250348,271.77001964430804,22,,90.0,,,,,,46,,,0.08288386373976173,,,,,,,,0.0032542266762262337
real_model_analysis_phi_2_t0350,completed,0.0000,0.1,kv_cache_real,,23,,,reasoning,,,,0.1,4,,,,,,0.8355672852450707,162.8156902086956,23,,90.0,,,,,,46,,,0.08628035459349694,,,,,,,,0.005131982575967025
real_model_analysis_phi_2_t0351,completed,0.0000,0.1,kv_cache_real,,24,,,reasoning,,,,0.1,4,,,,,,0.8910390758934021,469.70453827840953,24,,90.0,,,,,,46,,,0.08408113507382875,,,,,,,,0.0018970203676534495
