trial_id,status,duration_s,cfg_input_len,cfg_kv_policy,cfg_prompt,cfg_prune_fraction,cfg_quant_level,metric_combined_quality,metric_combined_speed_factor,metric_kv_memory_saved_pct,metric_kv_quality,metric_kv_speed_factor,metric_prune_quality,metric_prune_speed_factor,metric_quality_speed_score,metric_quant_cosine_sim,metric_quant_speed_factor,metric_quant_top_agree
optimization_stacking_t0046,completed,0.0032,41,h2o_50,reasoning,0.0,fp16,0.8600061700734708,1.1764705882352942,50.0,0.8600105784872237,1.1764705882352942,1.0,1.0,1.0117719647923187,0.9999948740005493,1.0,1.0
optimization_stacking_t0047,completed,0.0024,41,h2o_50,reasoning,0.0,int8_sim,0.85997459352845,1.7647058823529411,50.0,0.8600105784872237,1.1764705882352942,1.0,1.0,1.5176022238737352,0.9999581575393677,1.5,1.0
optimization_stacking_t0048,completed,0.0023,41,h2o_50,reasoning,0.0,int4_sim,0.859169494151669,2.3529411764705883,50.0,0.8600105784872237,1.1764705882352942,1.0,1.0,2.0215752803568683,0.9990220069885254,2.0,1.0
optimization_stacking_t0049,completed,0.0195,41,h2o_50,reasoning,0.25,fp16,0.64500407762222,1.3445378151260503,50.0,0.8600105784872237,1.1764705882352942,0.7499993605477469,1.1428571428571428,0.867232373273573,0.9999948740005493,1.0,1.0
optimization_stacking_t0050,completed,0.0174,41,h2o_50,reasoning,0.25,int8_sim,0.644980779688006,2.0168067226890756,50.0,0.8600105784872237,1.1764705882352942,0.7499993605477469,1.1428571428571428,1.3008015724800122,0.9999587535858154,1.5,1.0
optimization_stacking_t0051,completed,0.0168,41,h2o_50,reasoning,0.25,int4_sim,0.6443814153408185,2.6890756302521006,50.0,0.8600105784872237,1.1764705882352942,0.7499993605477469,1.1428571428571428,1.732790360580352,0.9990295171737671,2.0,1.0
optimization_stacking_t0052,completed,0.0174,41,h2o_50,reasoning,0.5,fp16,0.4300022978533879,1.5686274509803921,50.0,0.8600105784872237,1.1764705882352942,0.4999990846770931,1.3333333333333333,0.6745134083974712,0.9999948740005493,1.0,1.0
optimization_stacking_t0053,completed,0.0166,41,h2o_50,reasoning,0.5,int8_sim,0.4299871247361545,2.3529411764705883,50.0,0.8600105784872237,1.1764705882352942,0.4999990846770931,1.3333333333333333,1.011734411143893,0.9999595880508423,1.5,1.0
optimization_stacking_t0054,completed,0.0192,41,h2o_50,reasoning,0.5,int4_sim,0.4295871388112496,3.1372549019607843,50.0,0.8600105784872237,1.1764705882352942,0.4999990846770931,1.3333333333333333,1.3477243570549007,0.9990293979644775,2.0,1.0
optimization_stacking_t0055,completed,0.0032,41,h2o_30,reasoning,0.0,fp16,0.7613139036157082,1.2658227848101264,70.0,0.7613178061303641,1.2658227848101264,1.0,1.0,0.9636884855895039,0.9999948740005493,1.0,1.0
optimization_stacking_t0056,completed,0.0041,41,h2o_30,reasoning,0.0,int8_sim,0.7612868582815804,1.8987341772151898,70.0,0.7613178061303641,1.2658227848101264,1.0,1.0,1.4454813764840133,0.9999593496322632,1.5,1.0
optimization_stacking_t0057,completed,0.0025,41,h2o_30,reasoning,0.0,int4_sim,0.760577326663423,2.531645569620253,70.0,0.7613178061303641,1.2658227848101264,1.0,1.0,1.9255122194010708,0.9990273714065552,2.0,1.0
optimization_stacking_t0058,completed,0.0152,41,h2o_30,reasoning,0.25,fp16,0.5709849408878901,1.446654611211573,70.0,0.7613178061303641,1.2658227848101264,0.7499993605477469,1.1428571428571428,0.8260179976678337,0.9999948740005493,1.0,1.0
optimization_stacking_t0059,completed,0.0175,41,h2o_30,reasoning,0.25,int8_sim,0.5709645207704723,2.1699819168173597,70.0,0.7613178061303641,1.2658227848101264,0.7499993605477469,1.1428571428571428,1.2389826852162147,0.9999591112136841,1.5,1.0
optimization_stacking_t0060,completed,0.0180,41,h2o_30,reasoning,0.25,int4_sim,0.570431147303521,2.893309222423146,70.0,0.7613178061303641,1.2658227848101264,0.7499993605477469,1.1428571428571428,1.6504336992506934,0.9990249872207642,2.0,1.0
optimization_stacking_t0061,completed,0.0170,41,h2o_30,reasoning,0.5,fp16,0.3806562549597987,1.6877637130801686,70.0,0.7613178061303641,1.2658227848101264,0.4999990846770931,1.3333333333333333,0.6424578142781412,0.9999948740005493,1.0,1.0
optimization_stacking_t0062,completed,0.0182,41,h2o_30,reasoning,0.5,int8_sim,0.38064241467152976,2.531645569620253,70.0,0.7613178061303641,1.2658227848101264,0.4999990846770931,1.3333333333333333,0.9636516827127335,0.9999585151672363,1.5,1.0
optimization_stacking_t0063,completed,0.0171,41,h2o_30,reasoning,0.5,int4_sim,0.38028903354072857,3.375527426160337,70.0,0.7613178061303641,1.2658227848101264,0.4999990846770931,1.3333333333333333,1.2836760625847377,0.9990301728248596,2.0,1.0
optimization_stacking_t0064,completed,0.0025,41,window_50,reasoning,0.0,fp16,0.17886172659197477,1.1764705882352942,50.0,0.17886264344178682,1.1764705882352942,1.0,1.0,0.21042556069644092,0.9999948740005493,1.0,1.0
optimization_stacking_t0065,completed,0.0026,41,window_50,reasoning,0.0,int8_sim,0.17885532996537923,1.7647058823529411,50.0,0.17886264344178682,1.1764705882352942,1.0,1.0,0.31562705288008097,0.9999591112136841,1.5,1.0
optimization_stacking_t0066,completed,0.0020,41,window_50,reasoning,0.0,int4_sim,0.17868828206183615,2.3529411764705883,50.0,0.17886264344178682,1.1764705882352942,1.0,1.0,0.4204430166160851,0.9990251660346985,2.0,1.0
